40.52189,-74.46349,
40.52181,-74.46339,
40.52174,-74.46331,
40.52168,-74.46326,
40.52163,-74.46321,
40.52158,-74.46317,
40.52154,-74.46313,
40.52150,-74.46311,
40.52134,-74.46300,
40.52110,-74.46287,
40.52098,-74.46282,
40.52052,-74.46264,
40.52037,-74.46258,
40.52024,-74.46253,
40.52020,-74.46251,
40.52008,-74.46245,
40.51992,-74.46236,
40.51979,-74.46227,
40.51973,-74.46224,
40.51961,-74.46215,
40.51960,-74.46214,
40.51911,-74.46179,
40.51899,-74.46171,
40.51892,-74.46166,
40.51881,-74.46160,
40.51867,-74.46154,
40.51861,-74.46151,
40.51858,-74.46149,
40.51848,-74.46147,
40.51829,-74.46147,
40.51817,-74.46146,
40.51809,-74.46146,
40.51806,-74.46146,
40.51795,-74.46148,
40.51794,-74.46149,
40.51792,-74.46151,
40.51791,-74.46152,
40.51789,-74.46152,
40.51788,-74.46153,
40.51786,-74.46154,
40.51784,-74.46154,
40.51783,-74.46155,
40.51781,-74.46155,
40.51779,-74.46155,
40.51777,-74.46155,
40.51776,-74.46155,
40.51774,-74.46154,
40.51773,-74.46154,
40.51772,-74.46153,
40.51771,-74.46153,
40.51770,-74.46152,
40.51769,-74.46151,
40.51768,-74.46150,
40.51768,-74.46149,
40.51767,-74.46148,
40.51767,-74.46146,
40.51766,-74.46145,
40.51765,-74.46143,
40.51765,-74.46142,
40.51764,-74.46140,
40.51763,-74.46138,
40.51763,-74.46136,
40.51762,-74.46135,
40.51762,-74.46133,
40.51762,-74.46131,
40.51754,-74.46121,
40.51749,-74.46116,
40.51738,-74.46102,
40.51715,-74.46083,
40.51710,-74.46079,
40.51708,-74.46076,
40.51703,-74.46071,
40.51694,-74.46061,
40.51692,-74.46060,
40.51688,-74.46054,
40.51685,-74.46050,
40.51681,-74.46044,
40.51679,-74.46042,
40.51672,-74.46029,
40.51669,-74.46024,
40.51668,-74.46022,
40.51664,-74.46014,
40.51660,-74.46004,
40.51656,-74.45995,
40.51653,-74.45985,
40.51650,-74.45976,
40.51648,-74.45965,
40.51646,-74.45949,
40.51646,-74.45941,
40.51646,-74.45939,
40.51646,-74.45936,
40.51646,-74.45926,
40.51647,-74.45916,
40.51648,-74.45903,
40.51649,-74.45897,
40.51652,-74.45884,
40.51653,-74.45883,
40.51655,-74.45875,
40.51659,-74.45862,
40.51662,-74.45855,
40.51665,-74.45849,
40.51669,-74.45841,
40.51671,-74.45838,
40.51714,-74.45777,
40.51718,-74.45771,
40.51729,-74.45754,
40.51735,-74.45745,
40.51740,-74.45738,
40.51745,-74.45728,
40.51750,-74.45715,
40.51755,-74.45707,
40.51757,-74.45702,
40.51758,-74.45699,
40.51759,-74.45694,
40.51762,-74.45684,
40.51764,-74.45672,
40.51765,-74.45662,
40.51767,-74.45651,
40.51766,-74.45629,
40.51765,-74.45617,
40.51764,-74.45606,
40.51762,-74.45594,
40.51758,-74.45578,
40.51755,-74.45567,
40.51750,-74.45551,
40.51741,-74.45537,
40.51736,-74.45529,
40.51731,-74.45521,
40.51727,-74.45516,
40.51726,-74.45515,
40.51713,-74.45501,
40.51709,-74.45497,
40.51699,-74.45486,
40.51696,-74.45483,
40.51685,-74.45472,
40.51684,-74.45471,
40.51670,-74.45457,
40.51660,-74.45446,
40.51657,-74.45442,
40.51644,-74.45428,
40.51631,-74.45414,
40.51618,-74.45400,
40.51611,-74.45390,
40.51607,-74.45381,
40.51605,-74.45377,
40.51604,-74.45377,
40.51604,-74.45375,
40.51601,-74.45369,
40.51600,-74.45365,
40.51599,-74.45361,
40.51598,-74.45355,
40.51598,-74.45354,
40.51596,-74.45342,
40.51596,-74.45334,
40.51596,-74.45332,
40.51596,-74.45326,
40.51597,-74.45316,
40.51599,-74.45301,
40.51602,-74.45293,
40.51605,-74.45285,
40.51609,-74.45276,
40.51613,-74.45269,
40.51617,-74.45263,
40.51623,-74.45256,
40.51628,-74.45251,
40.51629,-74.45250,
40.51635,-74.45245,
40.51641,-74.45241,
40.51648,-74.45238,
40.51654,-74.45236,
40.51658,-74.45234,
40.51661,-74.45234,
40.51663,-74.45233,
40.51669,-74.45233,
40.51676,-74.45233,
40.51679,-74.45234,
40.51684,-74.45234,
40.51691,-74.45236,
40.51696,-74.45238,
40.51698,-74.45239,
40.51749,-74.45258,
40.51757,-74.45260,
40.51764,-74.45261,
40.51769,-74.45262,
40.51774,-74.45262,
40.51779,-74.45262,
40.51784,-74.45261,
40.51787,-74.45261,
40.51798,-74.45257,
40.51801,-74.45256,
40.51803,-74.45255,
40.51806,-74.45254,
40.51807,-74.45253,
40.51813,-74.45250,
40.51819,-74.45245,
40.51824,-74.45241,
40.51825,-74.45240,
40.51839,-74.45228,
40.51857,-74.45213,
40.51867,-74.45204,
40.51872,-74.45201,
40.51880,-74.45201,
40.51887,-74.45194,
40.51897,-74.45185,
40.51936,-74.45152,
40.51942,-74.45146,
40.51952,-74.45139,
40.51961,-74.45132,
40.51964,-74.45130,
40.51971,-74.45125,
40.51981,-74.45119,
40.51991,-74.45112,
40.51994,-74.45110,
40.52001,-74.45107,
40.52011,-74.45100,
40.52015,-74.45098,
40.52022,-74.45094,
40.52031,-74.45089,
40.52041,-74.45084,
40.52052,-74.45078,
40.52062,-74.45073,
40.52073,-74.45068,
40.52083,-74.45064,
40.52084,-74.45064,
40.52093,-74.45060,
40.52104,-74.45056,
40.52114,-74.45052,
40.52125,-74.45049,
40.52136,-74.45045,
40.52146,-74.45042,
40.52157,-74.45039,
40.52168,-74.45036,
40.52175,-74.45035,
40.52181,-74.45026,
40.52184,-74.45025,
40.52187,-74.45025,
40.52201,-74.45020,
40.52233,-74.45011,
40.52236,-74.45011,
40.52256,-74.45005,
40.52268,-74.45001,
40.52272,-74.45000,
40.52274,-74.44999,
40.52285,-74.44995,
40.52286,-74.44995,
40.52296,-74.44991,
40.52303,-74.44988,
40.52309,-74.44984,
40.52321,-74.44977,
40.52335,-74.44967,
40.52350,-74.44955,
40.52379,-74.44930,
40.52399,-74.44914,
40.52421,-74.44897,
40.52422,-74.44896,
40.52436,-74.44886,
40.52454,-74.44873,
40.52462,-74.44859,
40.52465,-74.44855,
40.52469,-74.44849,
40.52472,-74.44842,
40.52474,-74.44835,
40.52475,-74.44834,
40.52476,-74.44830,
40.52477,-74.44823,
40.52478,-74.44815,
40.52478,-74.44806,
40.52478,-74.44801,
40.52478,-74.44796,
40.52477,-74.44787,
40.52446,-74.44684,
40.52412,-74.44578,
40.52404,-74.44550,
40.52397,-74.44524,
40.52384,-74.44470,
40.52372,-74.44414,
40.52364,-74.44373,
40.52358,-74.44347,
40.52343,-74.44275,
40.52341,-74.44271,
40.52337,-74.44253,
40.52329,-74.44229,
40.52328,-74.44227,
40.52323,-74.44210,
40.52320,-74.44201,
40.52317,-74.44194,
40.52313,-74.44185,
40.52309,-74.44177,
40.52300,-74.44159,
40.52292,-74.44146,
40.52286,-74.44139,
40.52277,-74.44133,
40.52274,-74.44134,
40.52273,-74.44134,
40.52271,-74.44134,
40.52270,-74.44134,
40.52268,-74.44133,
40.52267,-74.44133,
40.52265,-74.44132,
40.52264,-74.44131,
40.52262,-74.44130,
40.52261,-74.44129,
40.52260,-74.44128,
40.52259,-74.44126,
40.52258,-74.44125,
40.52257,-74.44123,
40.52256,-74.44122,
40.52255,-74.44120,
40.52255,-74.44118,
40.52254,-74.44116,
40.52254,-74.44114,
40.52254,-74.44112,
40.52253,-74.44110,
40.52254,-74.44108,
40.52254,-74.44106,
40.52254,-74.44104,
40.52254,-74.44101,
40.52255,-74.44099,
40.52256,-74.44097,
40.52257,-74.44095,
40.52258,-74.44094,
40.52259,-74.44092,
40.52260,-74.44091,
40.52261,-74.44090,
40.52262,-74.44088,
40.52264,-74.44087,
40.52265,-74.44087,
40.52267,-74.44086,
40.52269,-74.44085,
40.52271,-74.44085,
40.52272,-74.44085,
40.52274,-74.44085,
40.52275,-74.44085,
40.52277,-74.44086,
40.52278,-74.44086,
40.52280,-74.44087,
40.52281,-74.44088,
40.52283,-74.44089,
40.52284,-74.44090,
40.52285,-74.44092,
40.52288,-74.44087,
40.52294,-74.44080,
40.52309,-74.44063,
40.52311,-74.44061,
40.52348,-74.44025,
40.52392,-74.43983,
40.52436,-74.43940,
40.52461,-74.43915,
40.52477,-74.43899,
40.52511,-74.43865,
40.52533,-74.43843,
40.52554,-74.43822,
40.52538,-74.43795,
40.52525,-74.43773,
40.52499,-74.43730,
40.52488,-74.43708,
40.52475,-74.43684,
40.52470,-74.43676,
40.52449,-74.43641,
40.52439,-74.43623,
40.52414,-74.43579,
40.52398,-74.43551,
40.52397,-74.43548,
40.52386,-74.43555,
40.52368,-74.43574,
40.52364,-74.43578,
40.52360,-74.43602,
40.52357,-74.43622,
40.52353,-74.43641,
40.52350,-74.43649,
40.52346,-74.43655,
40.52344,-74.43658,
40.52341,-74.43662,
40.52337,-74.43665,
40.52332,-74.43667,
